m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
124,Canada,,1705,"Peas, dry",2006,2.0,2%,50400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,231,"Hen eggs in shell, fresh",2006,1.89,1.89%,7540.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,21113.01,"Meat of pig, fresh or chilled",2006,8.0,8%,151830.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,111,Wheat,2005,0.05,0.05%,12000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1211,Asparagus,2005,8.21,8.21%,1700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1212,Cabbages,2005,12.1,12.10%,21140.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1213,Cauliflowers and broccoli,2005,6.63,6.63%,6310.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1214,Lettuce and chicory,2005,6.76,6.76%,26910.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1221,Watermelons,2005,9.8,9.80%,18500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1229,Cantaloupes and other melons,2005,9.68,9.68%,16820.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2005,7.68,7.68%,11040.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1232,Cucumbers and gherkins,2005,5.82,5.82%,11140.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1234,Tomatoes,2005,4.91,4.91%,41190.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1241.9,"Other beans, green",2005,3.37,3.37%,1880.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1242,"Peas, green",2005,0.76,0.76%,460.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1251,Carrots and turnips,2005,2.51,2.51%,7340.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2005,10.11,10.11%,17200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1254,Leeks and other alliaceous vegetables,2005,14.25,14.25%,480.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.01,Green corn (maize),2005,3.91,3.91%,9870.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.9,"Other vegetables, fresh n.e.",2005,8.22,8.22%,20680.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1330,Grapes,2005,7.24,7.24%,16680.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1341,Apples,2005,3.67,3.67%,14980.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1342.01,Pears,2005,5.13,5.13%,4250.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1343,Apricots,2005,8.87,8.87%,500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1344.02,Cherries,2005,6.91,6.91%,1430.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1345,Peaches and nectarines,2005,5.06,5.06%,4290.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1346,Plums and sloes,2005,4.99,4.99%,1530.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1352,Kiwi fruit,2005,6.19,6.19%,1110.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1354,Strawberries,2005,7.87,7.87%,7640.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.01,Blueberries,2005,1.15,1.15%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2005,1.72,1.72%,1170.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2005,5.4,5.40%,740.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1359.9,"Other fruits, n.e.",2005,8.11,8.11%,1310.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1705,"Peas, dry",2005,2.0,2%,59870.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,231,"Hen eggs in shell, fresh",2005,1.88,1.88%,7510.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,21113.01,"Meat of pig, fresh or chilled",2005,7.99,7.99%,153480.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,111,Wheat,2004,0.15,0.15%,38000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,115,Barley,2004,0.03,0.03%,3200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,117,Oats,2004,0.06,0.06%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1211,Asparagus,2004,10.04,10.04%,1700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1212,Cabbages,2004,10.93,10.93%,21650.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1213,Cauliflowers and broccoli,2004,5.73,5.73%,5780.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1214,Lettuce and chicory,2004,6.75,6.75%,26430.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1221,Watermelons,2004,9.8,9.80%,21350.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1229,Cantaloupes and other melons,2004,9.85,9.85%,15340.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2004,7.44,7.44%,9860.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1232,Cucumbers and gherkins,2004,5.08,5.08%,9480.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1234,Tomatoes,2004,5.08,5.08%,41520.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1241.9,"Other beans, green",2004,3.7,3.70%,2310.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1242,"Peas, green",2004,0.63,0.63%,420.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1251,Carrots and turnips,2004,2.15,2.15%,6320.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2004,7.84,7.84%,14910.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1254,Leeks and other alliaceous vegetables,2004,13.61,13.61%,490.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.01,Green corn (maize),2004,3.38,3.38%,9690.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.9,"Other vegetables, fresh n.e.",2004,7.72,7.72%,19980.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1330,Grapes,2004,6.1,6.10%,15140.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1341,Apples,2004,3.51,3.51%,13370.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1342.01,Pears,2004,5.01,5.01%,4240.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1343,Apricots,2004,8.76,8.76%,510.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1344.02,Cherries,2004,6.66,6.66%,1350.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1345,Peaches and nectarines,2004,5.03,5.03%,4690.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1346,Plums and sloes,2004,4.99,4.99%,1390.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1352,Kiwi fruit,2004,6.19,6.19%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1354,Strawberries,2004,7.67,7.67%,6820.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.01,Blueberries,2004,0.68,0.68%,560.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2004,1.45,1.45%,970.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2004,5.73,5.73%,820.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1359.9,"Other fruits, n.e.",2004,9.75,9.75%,2060.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1705,"Peas, dry",2004,2.16,2.16%,66760.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,231,"Hen eggs in shell, fresh",2004,1.87,1.87%,7070.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,21113.01,"Meat of pig, fresh or chilled",2004,7.99,7.99%,154780.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,111,Wheat,2003,0.03,0.03%,6000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,115,Barley,2003,0.04,0.04%,4600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,117,Oats,2003,0.06,0.06%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1211,Asparagus,2003,8.6,8.60%,1470.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1212,Cabbages,2003,10.4,10.40%,18560.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1213,Cauliflowers and broccoli,2003,6.34,6.34%,5850.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1214,Lettuce and chicory,2003,6.81,6.81%,27380.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1221,Watermelons,2003,9.8,9.80%,19080.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1229,Cantaloupes and other melons,2003,9.75,9.75%,14680.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2003,6.98,6.98%,9250.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1232,Cucumbers and gherkins,2003,4.87,4.87%,8680.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1234,Tomatoes,2003,5.78,5.78%,41460.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1241.9,"Other beans, green",2003,2.9,2.90%,1910.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1242,"Peas, green",2003,0.5,0.50%,380.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1251,Carrots and turnips,2003,2.61,2.61%,8170.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2003,8.84,8.84%,15240.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1254,Leeks and other alliaceous vegetables,2003,14.84,14.84%,520.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.01,Green corn (maize),2003,2.68,2.68%,8660.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1290.9,"Other vegetables, fresh n.e.",2003,8.35,8.35%,21720.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1330,Grapes,2003,6.67,6.67%,14810.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1341,Apples,2003,3.71,3.71%,14070.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1342.01,Pears,2003,5.04,5.04%,4750.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1343,Apricots,2003,8.87,8.87%,520.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1344.02,Cherries,2003,6.96,6.96%,1630.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1345,Peaches and nectarines,2003,5.15,5.15%,4940.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1346,Plums and sloes,2003,5.0,5%,1590.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1352,Kiwi fruit,2003,6.19,6.19%,770.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1354,Strawberries,2003,7.69,7.69%,6450.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.01,Blueberries,2003,0.65,0.65%,510.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.02,Cranberries and other fruits of the genus Vaccinium,2003,0.82,0.82%,430.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1355.9,Other berries and fruits of the genus Vaccinium n.e.,2003,5.72,5.72%,910.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1359.9,"Other fruits, n.e.",2003,10.45,10.45%,2050.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1701,"Beans, dry",2003,1.99,1.99%,6930.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,1705,"Peas, dry",2003,2.2,2.20%,42490.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,231,"Hen eggs in shell, fresh",2003,1.9,1.90%,7450.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,21113.01,"Meat of pig, fresh or chilled",2003,8.0,8%,150600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,111,Wheat,2002,0.04,0.04%,6300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,115,Barley,2002,0.06,0.06%,4200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
124,Canada,,117,Oats,2002,0.17,0.17%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
